연번,조사기관(자료회신기관),업소명,품목명,품목기준코드,품목구분,제조/수입,전문/일반,조사 항목,,,,,,,해당 품목 자료 작성자 정보,,
,,,,,,,,"부작용피해구제 안내문구 표시 여부
(포장, 용기, 첨부문서 중 일부라도 표시한 경우, O)
(포장, 용기, 첨부문서 어느 곳에도 전혀 표시하지 않은 경우, X)","피해구제 표준도안 사용여부
(포장, 용기, 첨부문서 중 일부라도 표시한 경우, O)
(포장, 용기, 첨부문서 어느 곳에도 전혀 표시하지 않은 경우, X)",표시위치,"구체적인 표시 문구
(포장, 용기, 첨부문서 각각)","미표시 사유
(포장, 용기, 첨부문서 어느 곳에도 전혀 표시하지 않은 경우만 작성)","향후 표시 계획(시기)
(포장, 용기, 첨부문서 어느 곳에도 전혀 표시하지 않은 경우만 작성)",건의사항,이름,전화번호,이메일주소
1970,한국바이오의약품협회,일양약품(주),아미노피정,200607867,의약품,제조,일반의약품,,,,,,,,,,
1971,한국바이오의약품협회,일양약품(주),모티브정(모사프리드시트르산염수화물),200608133,의약품,제조,전문의약품,,,,,,,,,,
1972,한국바이오의약품협회,일양약품(주),암비피정5밀리그램(암로디핀메실산염일수화물),200700603,의약품,제조,전문의약품,,,,,,,,,,
1973,한국바이오의약품협회,일양약품(주),코큐텐비타알부정,200704407,의약품,제조,일반의약품,,,,,,,,,,
1974,한국바이오의약품협회,일양약품(주),조인탑200연질캡슐,200704636,의약품,제조,일반의약품,,,,,,,,,,
1975,한국바이오의약품협회,일양약품(주),일양로자탄플러스정,200706454,의약품,제조,전문의약품,,,,,,,,,,
1976,한국바이오의약품협회,일양약품(주),일양로자탄플러스에프정,200706465,의약품,제조,전문의약품,,,,,,,,,,
1977,한국바이오의약품협회,일양약품(주),일양아토르바스타틴정10밀리그램(아토르바스타틴칼슘수화물),200706601,의약품,제조,전문의약품,,,,,,,,,,
1978,한국바이오의약품협회,일양약품(주),액티글리정15밀리그램(피오글리타존염산염),200706891,의약품,제조,전문의약품,,,,,,,,,,
1979,한국바이오의약품협회,일양약품(주),록소케어카타플라스마(록소프로펜나트륨),200709834,의약품,제조,일반의약품,,,,,,,,,,
1980,한국바이오의약품협회,일양약품(주),파워아민연질캡슐,200710124,의약품,제조,일반의약품,,,,,,,,,,
1981,한국바이오의약품협회,일양약품(주),알바콤정(알벤다졸),200801080,의약품,제조,일반의약품,,,,,,,,,,
1982,한국바이오의약품협회,일양약품(주),이티브정(이토프리드염산염),200801668,의약품,제조,전문의약품,,,,,,,,,,
1983,한국바이오의약품협회,일양약품(주),일양로자탄정100밀리그램(로사르탄칼륨),200803248,의약품,제조,전문의약품,,,,,,,,,,
1984,한국바이오의약품협회,일양약품(주),알보린정5밀리그램(레보세티리진염산염),200805754,의약품,제조,전문의약품,,,,,,,,,,
1985,한국바이오의약품협회,일양약품(주),속콜큐어캡슐,200806776,의약품,제조,일반의약품,,,,,,,,,,
1986,한국바이오의약품협회,일양약품(주),가네탑골드연질캡슐,200808096,의약품,제조,일반의약품,,,,,,,,,,
1987,한국바이오의약품협회,일양약품(주),놀텍정10밀리그램(일라프라졸),200810688,의약품,제조,전문의약품,,,,,,,,,,
1988,한국바이오의약품협회,일양약품(주),가네탑플러스연질캡슐350밀리그램(밀크시슬열매건조엑스),200810915,한약(생약)제제등,제조,일반의약품,,,,,,,,,,
1989,한국바이오의약품협회,일양약품(주),덱스쿨연질캡슐(덱시부프로펜),200905351,의약품,제조,일반의약품,,,,,,,,,,
1990,한국바이오의약품협회,일양약품(주),일양로자탄플러스프로정,200906584,의약품,제조,전문의약품,,,,,,,,,,
1991,한국바이오의약품협회,일양약품(주),일양텔미사탄플러스정40/12.5밀리그램,201000867,의약품,제조,전문의약품,,,,,,,,,,
1992,한국바이오의약품협회,일양약품(주),일양텔미사탄정40밀리그램(텔미사르탄),201003154,의약품,제조,전문의약품,,,,,,,,,,
1993,한국바이오의약품협회,일양약품(주),일양텔미사탄정80밀리그램(텔미사르탄),201003155,의약품,제조,전문의약품,,,,,,,,,,
1994,한국바이오의약품협회,일양약품(주),본엔디연질캡슐,201007524,의약품,제조,일반의약품,,,,,,,,,,
1995,한국바이오의약품협회,일양약품(주),아보스타연질캡슐0.5밀리그램(두타스테리드),201007780,의약품,제조,전문의약품,,,,,,,,,,
1996,한국바이오의약품협회,일양약품(주),올고탄플러스정20/12.5밀리그램,201100893,의약품,제조,전문의약품,,,,,,,,,,
1997,한국바이오의약품협회,일양약품(주),올고탄정20밀리그램(올메사르탄메독소밀),201101021,의약품,제조,전문의약품,,,,,,,,,,
1998,한국바이오의약품협회,일양약품(주),올고탄정10밀리그램(올메사르탄메독소밀),201101841,의약품,제조,전문의약품,,,,,,,,,,
1999,한국바이오의약품협회,일양약품(주),피스타정2밀리그램(피타바스타틴칼슘),201103473,의약품,제조,전문의약품,,,,,,,,,,
2000,한국바이오의약품협회,일양약품(주),속콜코프엘연질캡슐,201103677,의약품,제조,일반의약품,,,,,,,,,,
2001,한국바이오의약품협회,일양약품(주),속콜플러스연질캡슐,201103683,의약품,제조,일반의약품,,,,,,,,,,
2002,한국바이오의약품협회,일양약품(주),글리메드엠정2/500밀리그램,201106950,의약품,제조,전문의약품,,,,,,,,,,
2003,한국바이오의약품협회,일양약품(주),더블락캡슐,201109596,의약품,제조,일반의약품,,,,,,,,,,
2004,한국바이오의약품협회,일양약품(주),슈펙트캡슐200밀리그램(라도티닙염산염),201200120,의약품,제조,전문의약품,,,,,,,,,,
2005,한국바이오의약품협회,일양약품(주),슈펙트캡슐100밀리그램(라도티닙염산염),201200121,의약품,제조,전문의약품,,,,,,,,,,
2006,한국바이오의약품협회,일양약품(주),일양실데나필정50밀리그램(실데나필시트르산염),201204549,의약품,제조,전문의약품,,,,,,,,,,
2007,한국바이오의약품협회,일양약품(주),일양실데나필정100밀리그램,201204550,의약품,제조,전문의약품,,,,,,,,,,
2008,한국바이오의약품협회,일양약품(주),일양이반드론산정150밀리그램(이반드론산나트륨일수화물),201205953,의약품,제조,전문의약품,,,,,,,,,,
2009,한국바이오의약품협회,일양약품(주),바이타액트정,201207692,의약품,제조,일반의약품,,,,,,,,,,
2010,한국바이오의약품협회,일양약품(주),도담도담츄어블정,201208419,의약품,제조,일반의약품,,,,,,,,,,
2011,한국바이오의약품협회,일양약품(주),일양텔미사탄플러스정80/12.5밀리그램,201209669,의약품,제조,전문의약품,,,,,,,,,,
2012,한국바이오의약품협회,일양약품(주),듀얼다운정5/160밀리그램,201308578,의약품,제조,전문의약품,,,,,,,,,,
2013,한국바이오의약품협회,일양약품(주),듀얼다운정5/80밀리그램,201308579,의약품,제조,전문의약품,,,,,,,,,,
2014,한국바이오의약품협회,일양약품(주),암비피에스정2.5밀리그램(에스암로디핀베실산염2.5수화물),201309130,의약품,제조,전문의약품,,,,,,,,,,
2015,한국바이오의약품협회,일양약품(주),프리베이트크림(프레드니카르베이트),201309605,의약품,제조,전문의약품,,,,,,,,,,
2016,한국바이오의약품협회,일양약품(주),리액트프리미엄정,201309804,의약품,제조,일반의약품,,,,,,,,,,
2017,한국바이오의약품협회,일양약품(주),크레고정10밀리그램(로수바스타틴칼슘),201400379,의약품,제조,전문의약품,,,,,,,,,,
2018,한국바이오의약품협회,일양약품(주),크레고정20밀리그램(로수바스타틴칼슘),201400380,의약품,제조,전문의약품,,,,,,,,,,
2019,한국바이오의약품협회,일양약품(주),위제로무당액,201401143,의약품,제조,일반의약품,,,,,,,,,,
2020,한국바이오의약품협회,일양약품(주),장제로정,201401944,의약품,제조,일반의약품,,,,,,,,,,
2021,한국바이오의약품협회,일양약품(주),크로아존정,201402060,의약품,제조,일반의약품,,,,,,,,,,
2022,한국바이오의약품협회,일양약품(주),디무로칸캡슐50밀리그램(플루코나졸),201402636,의약품,제조,전문의약품,,,,,,,,,,
2023,한국바이오의약품협회,일양약품(주),노루모듀얼액션현탁액,201402653,의약품,제조,일반의약품,,,,,,,,,,
2024,한국바이오의약품협회,일양약품(주),노즈쏙정,201402832,의약품,제조,일반의약품,,,,,,,,,,
2025,한국바이오의약품협회,일양약품(주),디무로칸정150밀리그램(플루코나졸),201402982,의약품,제조,전문의약품,,,,,,,,,,
2026,한국바이오의약품협회,일양약품(주),클래팍신정500mg(클래리트로마이신),201403057,의약품,제조,전문의약품,,,,,,,,,,
2027,한국바이오의약품협회,일양약품(주),클래팍신정 250mg(클래리트로마이신),201403058,의약품,제조,전문의약품,,,,,,,,,,
2028,한국바이오의약품협회,일양약품(주),속콜기가연질캡슐,201403225,의약품,제조,일반의약품,,,,,,,,,,
2029,한국바이오의약품협회,일양약품(주),일양나프록센나트륨정,201403321,의약품,제조,일반의약품,,,,,,,,,,
2030,한국바이오의약품협회,일양약품(주),옥시코잘액(옥시메타졸린염산염),201404186,의약품,제조,일반의약품,,,,,,,,,,
2031,한국바이오의약품협회,일양약품(주),노루모에프내복액,201404746,의약품,제조,일반의약품,,,,,,,,,,
2032,한국바이오의약품협회,일양약품(주),앤디락생캡슐(바실루스리케니포르미스균),201404844,의약품,제조,일반의약품,,,,,,,,,,
2033,한국바이오의약품협회,일양약품(주),아리탈정(아세클로페낙),201404982,의약품,제조,전문의약품,,,,,,,,,,
2034,한국바이오의약품협회,일양약품(주),뮤스타캡슐200mg(아세틸시스테인),201405457,의약품,제조,일반의약품,,,,,,,,,,
2035,한국바이오의약품협회,일양약품(주),요시케어정5밀리그램(솔리페나신숙신산염),201500109,의약품,제조,전문의약품,,,,,,,,,,
2036,한국바이오의약품협회,일양약품(주),요시케어정10밀리그램(솔리페나신숙신산염),201500110,의약품,제조,전문의약품,,,,,,,,,,
2037,한국바이오의약품협회,일양약품(주),일라크루드정0.5밀리그램(엔테카비르),201500595,의약품,제조,전문의약품,,,,,,,,,,
2038,한국바이오의약품협회,일양약품(주),일라크루드정1.0밀리그램(엔테카비르),201500596,의약품,제조,전문의약품,,,,,,,,,,
2039,한국바이오의약품협회,일양약품(주),일양타다라필정20mg(타다라필),201501431,의약품,제조,전문의약품,,,,,,,,,,
2040,한국바이오의약품협회,일양약품(주),필콘정(폴리카르보필칼슘),201501607,의약품,제조,전문의약품,,,,,,,,,,
2041,한국바이오의약품협회,일양약품(주),일양타다라필정5mg(타다라필),201502214,의약품,제조,전문의약품,,,,,,,,,,
2042,한국바이오의약품협회,일양약품(주),토코토닉연질캡슐,201503559,의약품,제조,일반의약품,,,,,,,,,,
2043,한국바이오의약품협회,일양약품(주),바로서겔(티로트리신),201505821,의약품,제조,일반의약품,,,,,,,,,,
2044,한국바이오의약품협회,일양약품(주),노루모에이스산,201506161,의약품,제조,일반의약품,,,,,,,,,,
2045,한국바이오의약품협회,일양약품(주),노루모에스산,201506162,의약품,제조,일반의약품,,,,,,,,,,
2046,한국바이오의약품협회,일양약품(주),레니신정0.1밀리그램(데스모프레신아세트산염),201600429,의약품,제조,전문의약품,,,,,,,,,,
2047,한국바이오의약품협회,일양약품(주),레니신정0.2밀리그램(데스모프레신아세트산염),201600430,의약품,제조,전문의약품,,,,,,,,,,
2048,한국바이오의약품협회,일양약품(주),보나링츄어블정,201600779,의약품,제조,일반의약품,,,,,,,,,,
2049,한국바이오의약품협회,일양약품(주),마스클린페이스트(트리암시놀론아세토니드),201600837,의약품,제조,일반의약품,,,,,,,,,,
2050,한국바이오의약품협회,일양약품(주),일양나프티핀염산염크림,201602301,의약품,제조,일반의약품,,,,,,,,,,
2051,한국바이오의약품협회,일양약품(주),알보제로액(폴리크레줄렌액50%),201604703,의약품,제조,일반의약품,,,,,,,,,,
2052,한국바이오의약품협회,일양약품(주),테라텍트프리필드시린지주(인플루엔자분할백신),201605510,생물의약품,제조,전문의약품,,,,,,,,,,
2053,한국바이오의약품협회,일양약품(주),더블로우정80/5밀리그램,201606204,의약품,제조,전문의약품,,,,,,,,,,
2054,한국바이오의약품협회,일양약품(주),바이타액트이엑스정,201606463,의약품,제조,일반의약품,,,,,,,,,,
2055,한국바이오의약품협회,일양약품(주),두피나액,201606648,의약품,제조,일반의약품,,,,,,,,,,
2056,한국바이오의약품협회,일양약품(주),벌무덴쿨겔,201606714,의약품,제조,일반의약품,,,,,,,,,,
2057,한국바이오의약품협회,일양약품(주),더블로우정40/10밀리그램,201702164,의약품,제조,전문의약품,,,,,,,,,,
2058,한국바이오의약품협회,일양약품(주),더블로우정40/5밀리그램,201702165,의약품,제조,전문의약품,,,,,,,,,,
2059,한국바이오의약품협회,일양약품(주),쿼드케어연고,201703045,의약품,제조,일반의약품,,,,,,,,,,
2060,한국바이오의약품협회,일양약품(주),일펜정(이부프로펜리신),201705259,의약품,제조,일반의약품,,,,,,,,,,
2061,한국바이오의약품협회,일양약품(주),일양투아이블루점안액,201708185,의약품,제조,일반의약품,,,,,,,,,,
2062,한국바이오의약품협회,일양약품(주),일양투아이케어점안액,201708217,의약품,제조,일반의약품,,,,,,,,,,
2063,한국바이오의약품협회,일양약품(주),크레고정5밀리그램(로수바스타틴칼슘),201801342,의약품,제조,전문의약품,,,,,,,,,,
2064,한국바이오의약품협회,일양약품(주),아이치온정(글루타티온(환원형)),201804689,의약품,제조,일반의약품,,,,,,,,,,
2065,한국바이오의약품협회,일양약품(주),일양경옥고,201805303,한약(생약)제제등,제조,일반의약품,,,,,,,,,,
2066,한국바이오의약품협회,일양약품(주),조인탑600정,201900999,의약품,제조,일반의약품,,,,,,,,,,
2067,한국바이오의약품협회,일양약품(주),일양피록시겔(피록시캄),201903189,의약품,제조,일반의약품,,,,,,,,,,
2068,한국바이오의약품협회,일양약품(주),아진탈플러스정,201905326,의약품,제조,일반의약품,,,,,,,,,,
